jrv,cod_departamento,departamento,cod_municipio,municipio,orden,id,agrupacion,comunidad,empadronados,cui_inicial,cui_final,sector,correlativo,nombre,ubicacion_direccion,zona,direccion_completa,LATITUD,LONGITUD,MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNE,VALOR UNIONISTA,PR,CAMBIO,AZUL,MLP,VICTORIA,VAMOS,PHG,BIEN,UR,P A N,PIN,FCN-NACION,COMITE CIVICO LA GOTA DE AGUA,PPN,FOPPA X LA CIUDAD,MI FAMILIA,CABAL,VIVA,PODEMOS,PODER,CREO,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN,diferencia,comentario
1734,1,GUATEMALA,1,GUATEMALA,1.0,84.0,'084',CABECERA MUNICIPAL,400,1607682680108,1625688780101,URBANO,104,COLEGIO MIXTO BILINGÜE JUVENIL AMERICANO,16 AVENIDA 12-29 NIMAJUYÚ I,21.0,"COLEGIO MIXTO BILINGÜE JUVENIL AMERICANO, 16 AVENIDA 12-29 NIMAJUYÚ I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.54819444444444,-90.55155555555555,1734,Distrito Central,0,Guatemala,1,124,400,8,15,42,1,1.0,15,2,6,5,0,1,2,3,2,0,0,3,33,1,7,0,11,1,67,236,23,1,260,0,236,0,400,141,226,250.0,250.0,Sumas Asentadas sin cuadrar,1,8d031fbc3140f98cf3bc22b3a1357bda465f7c3d9c27ae3d7197e739c6257fdf,26/06/2023 05:46:12,ESCANER,10,Pendiente
1743,1,GUATEMALA,1,GUATEMALA,1.0,84.0,'084',CABECERA MUNICIPAL,400,1857969742205,1909312990101,URBANO,106,ESCUELA OFICIAL URBANA MIXTA NIMAJUYÚ A,16 AVENIDA A 12-95 COLONIA NIMAJUYÚ I,21.0,"ESCUELA OFICIAL URBANA MIXTA NIMAJUYÚ A, 16 AVENIDA A 12-95 COLONIA NIMAJUYÚ I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.54808333333333,-90.5503611111111,1743,Distrito Central,0,Guatemala,1,125,400,10,17,45,0,2.0,12,2,0,5,0,2,0,1,1,2,1,3,25,2,2,2,9,0,67,211,22,2,235,0,235,2,394,162,210,234.0,234.0,Sumas Asentadas sin cuadrar,1,db765922cc259d77ec230ce9348ad829eb1522dce9d0600fb0e3b9e3a5500aed,26/06/2023 03:22:11,ESCANER,1,Pendiente
1750,1,GUATEMALA,1,GUATEMALA,1.0,84.0,'084',CABECERA MUNICIPAL,400,2184608480114,2206537710919,URBANO,106,ESCUELA OFICIAL URBANA MIXTA NIMAJUYÚ A,16 AVENIDA A 12-95 COLONIA NIMAJUYÚ I,21.0,"ESCUELA OFICIAL URBANA MIXTA NIMAJUYÚ A, 16 AVENIDA A 12-95 COLONIA NIMAJUYÚ I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.54808333333333,-90.5503611111111,1750,Distrito Central,0,Guatemala,1,125,400,6,24,36,0,1.0,10,2,2,6,2,3,3,1,1,1,0,0,31,0,2,11,5,0,58,208,16,2,226,1,227,0,397,169,205,223.0,224.0,Sumas Asentadas sin cuadrar,1,3e80d2e977a096c7d134822a37322aeba00c42ddcf7d2977e7f0678517906e69,25/06/2023 23:55:48,ESCANER,3,Pendiente
1753,1,GUATEMALA,1,GUATEMALA,1.0,84.0,'084',CABECERA MUNICIPAL,400,2254149450101,2278534661401,URBANO,106,ESCUELA OFICIAL URBANA MIXTA NIMAJUYÚ A,16 AVENIDA A 12-95 COLONIA NIMAJUYÚ I,21.0,"ESCUELA OFICIAL URBANA MIXTA NIMAJUYÚ A, 16 AVENIDA A 12-95 COLONIA NIMAJUYÚ I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.54808333333333,-90.5503611111111,1753,Distrito Central,0,Guatemala,1,125,400,5,23,34,1,3.0,11,3,6,2,0,2,0,1,1,0,0,1,38,1,1,6,5,0,80,226,16,0,238,0,238,0,400,162,224,240.0,240.0,Sumas Asentadas sin cuadrar,1,13708e560f48e4b0f0c0a29fdc982561af57257cd84e11ed9838ef609e7abac2,26/06/2023 02:37:16,ESCANER,2,Pendiente
1760,1,GUATEMALA,1,GUATEMALA,1.0,84.0,'084',CABECERA MUNICIPAL,400,2406977661504,2426524680101,URBANO,106,ESCUELA OFICIAL URBANA MIXTA NIMAJUYÚ A,16 AVENIDA A 12-95 COLONIA NIMAJUYÚ I,21.0,"ESCUELA OFICIAL URBANA MIXTA NIMAJUYÚ A, 16 AVENIDA A 12-95 COLONIA NIMAJUYÚ I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.54808333333333,-90.5503611111111,1760,Distrito Central,0,Guatemala,1,125,400,8,17,55,2,6.0,8,1,6,12,1,2,1,1,2,4,2,0,24,0,2,7,6,0,64,243,17,2,410,148,410,0,410,148,231,250.0,398.0,Sumas Asentadas sin cuadrar,1,2c39d64cc9d0fbac8366372263e5cb8b3bdf4dd9c8f18a795a9f7b2fa2f9317b,26/06/2023 02:17:51,ESCANER,12,Pendiente
1771,1,GUATEMALA,1,GUATEMALA,1.0,84.0,'084',CABECERA MUNICIPAL,400,2604726971407,2627279861108,URBANO,107,ESCUELA URBANA PARA NIÑAS NÚMERO 27 REPÚBLICA DE VENEZUELA,12 CALLE 18-09 COLONIA NIMAJUYÚ I,21.0,"ESCUELA URBANA PARA NIÑAS NÚMERO 27 REPÚBLICA DE VENEZUELA, 12 CALLE 18-09 COLONIA NIMAJUYÚ I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.54858333333333,-90.54708333333333,1771,Distrito Central,0,Guatemala,1,126,400,9,24,34,1,0.0,0,0,4,5,1,1,1,2,1,2,0,8,29,1,7,1,4,0,63,205,21,1,227,1,228,1,403,176,198,220.0,221.0,Sumas Asentadas sin cuadrar,1,0223c2aacea55dc24cd6e357f70da9c0d6d15fd2474cf82c79d4ca73a7d13b1d,26/06/2023 03:28:00,ESCANER,7,Pendiente
1778,1,GUATEMALA,1,GUATEMALA,1.0,84.0,'084',CABECERA MUNICIPAL,400,2829330690101,2903930350101,URBANO,107,ESCUELA URBANA PARA NIÑAS NÚMERO 27 REPÚBLICA DE VENEZUELA,12 CALLE 18-09 COLONIA NIMAJUYÚ I,21.0,"ESCUELA URBANA PARA NIÑAS NÚMERO 27 REPÚBLICA DE VENEZUELA, 12 CALLE 18-09 COLONIA NIMAJUYÚ I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.54858333333333,-90.54708333333333,1778,Distrito Central,0,Guatemala,1,126,400,3,18,27,1,3.0,0,3,3,2,2,3,1,2,2,0,0,0,71,1,0,6,9,3,64,233,12,0,0,0,245,0,396,155,224,236.0,236.0,Sumas Asentadas sin cuadrar,1,9b1badd342d74ac27b0b2ddf5316300520e51532d72318286e792b16cf600cd9,26/06/2023 02:13:07,ESCANER,9,Pendiente
1779,1,GUATEMALA,1,GUATEMALA,1.0,84.0,'084',CABECERA MUNICIPAL,400,2903932210101,2979063132208,URBANO,107,ESCUELA URBANA PARA NIÑAS NÚMERO 27 REPÚBLICA DE VENEZUELA,12 CALLE 18-09 COLONIA NIMAJUYÚ I,21.0,"ESCUELA URBANA PARA NIÑAS NÚMERO 27 REPÚBLICA DE VENEZUELA, 12 CALLE 18-09 COLONIA NIMAJUYÚ I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.54858333333333,-90.54708333333333,1779,Distrito Central,0,Guatemala,1,126,400,3,17,40,0,3.0,7,0,4,3,1,0,4,0,0,1,0,2,0,2,1,8,11,1,58,205,12,1,0,0,218,0,397,179,166,179.0,179.0,Sumas Asentadas sin cuadrar,1,b8c8542fa447c818e9f706d7482d97a4e1cb6e4b89c75550c66b8d37e5a847b7,26/06/2023 02:34:02,ESCANER,39,"Datos no cuadran, foppa x la ciudad no tiene datos "
1787,1,GUATEMALA,1,GUATEMALA,1.0,84.0,'084',CABECERA MUNICIPAL,349,3628608660101,3718635380101,URBANO,107,ESCUELA URBANA PARA NIÑAS NÚMERO 27 REPÚBLICA DE VENEZUELA,12 CALLE 18-09 COLONIA NIMAJUYÚ I,21.0,"ESCUELA URBANA PARA NIÑAS NÚMERO 27 REPÚBLICA DE VENEZUELA, 12 CALLE 18-09 COLONIA NIMAJUYÚ I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.54858333333333,-90.54708333333333,1787,Distrito Central,0,Guatemala,1,126,349,4,6,27,0,3.0,9,0,2,1,0,4,1,0,2,0,0,0,55,1,1,4,7,1,39,166,13,1,180,0,180,0,349,169,167,181.0,181.0,Sumas Asentadas sin cuadrar,1,c810ead2af5c5b920b6c02eb9fb73533215b63879477fdeb4682047a737230c9,26/06/2023 00:17:25,ESCANER,1,Pendiente
1800,1,GUATEMALA,1,GUATEMALA,1.0,85.0,"'085', '086'",CABECERA MUNICIPAL,400,2366231330101,2420638100101,URBANO,108,ESCUELA OFICIAL RURAL MIXTA NÚMERO 610 HÉCTOR NUILA ARREAGA,"CANTÓN EL PORVENIR, ALDEA CANALITOS 26 CALLE 1-50",24.0,"ESCUELA OFICIAL RURAL MIXTA NÚMERO 610 HÉCTOR NUILA ARREAGA, CANTÓN EL PORVENIR, ALDEA CANALITOS 26 CALLE 1-50, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.61944444444445,-90.45361111111112,1800,Distrito Central,0,Guatemala,1,127,400,12,45,37,2,1.0,4,3,4,5,1,3,1,5,0,1,0,1,21,1,1,2,5,1,70,224,16,1,241,0,241,0,397,156,226,243.0,243.0,Sumas Asentadas sin cuadrar,1,fc1c99c686804fb8fa8774abcc2cddd9b49fe2fce9831744622247f60e4bc9ad,26/06/2023 03:43:17,ESCANER,2,Pendiente
1802,1,GUATEMALA,1,GUATEMALA,1.0,85.0,"'085', '086'",CABECERA MUNICIPAL,400,2466222290609,2516513630101,URBANO,108,ESCUELA OFICIAL RURAL MIXTA NÚMERO 610 HÉCTOR NUILA ARREAGA,"CANTÓN EL PORVENIR, ALDEA CANALITOS 26 CALLE 1-50",24.0,"ESCUELA OFICIAL RURAL MIXTA NÚMERO 610 HÉCTOR NUILA ARREAGA, CANTÓN EL PORVENIR, ALDEA CANALITOS 26 CALLE 1-50, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.61944444444445,-90.45361111111112,1802,Distrito Central,0,Guatemala,1,127,400,4,41,21,2,0.0,3,0,4,6,1,1,1,0,2,1,0,5,29,0,1,10,5,0,75,217,17,0,229,0,229,0,400,1,212,229.0,229.0,Sumas Asentadas sin cuadrar,1,68a44f2ffd6c0beeaf58cfc4c8e35b9ef2593eb10e59346457d8921e1d9ade8b,26/06/2023 02:28:18,ESCANER,5,Pendiente
1804,1,GUATEMALA,1,GUATEMALA,1.0,85.0,"'085', '086'",CABECERA MUNICIPAL,400,2560118690101,2598069270101,URBANO,108,ESCUELA OFICIAL RURAL MIXTA NÚMERO 610 HÉCTOR NUILA ARREAGA,"CANTÓN EL PORVENIR, ALDEA CANALITOS 26 CALLE 1-50",24.0,"ESCUELA OFICIAL RURAL MIXTA NÚMERO 610 HÉCTOR NUILA ARREAGA, CANTÓN EL PORVENIR, ALDEA CANALITOS 26 CALLE 1-50, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.61944444444445,-90.45361111111112,1804,Distrito Central,0,Guatemala,1,127,400,11,32,30,0,0.0,1,1,2,6,0,2,0,3,0,0,0,6,13,2,3,11,7,0,63,194,29,3,225,0,225,0,400,175,193,225.0,225.0,Sumas Asentadas sin cuadrar,1,985cfe66a76988548e35f6a2fa465af0ce02e589c3fc8dc4bcb69869d8013480,26/06/2023 06:11:36,ESCANER,1,Datos no cuadran
1807,1,GUATEMALA,1,GUATEMALA,1.0,85.0,"'085', '086'",CABECERA MUNICIPAL,400,2692181490101,2825748910101,URBANO,109,LICEO LOMAS DEL NORTE,"LOTE 13, MANZANA 57 CANTÓN EL PORVENIR ALDEA CANALITOS",24.0,"LICEO LOMAS DEL NORTE, LOTE 13, MANZANA 57 CANTÓN EL PORVENIR ALDEA CANALITOS, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.62416666666667,-90.44972222222222,1807,Distrito Central,0,Guatemala,1,128,400,8,44,24,1,1.0,3,1,6,5,0,1,0,2,2,1,1,3,18,2,1,9,6,6,51,190,16,2,208,2,210,0,210,187,196,214.0,216.0,Sumas Asentadas sin cuadrar,1,1da291da1198b269118df857ce713417ec1a970602310c0b61e0034220bab951,26/06/2023 06:06:00,ESCANER,6,Pendiente
1814,1,GUATEMALA,1,GUATEMALA,1.0,87.0,"'087', '089'",CABECERA MUNICIPAL,400,1572844410101,1697624830101,URBANO,81,ESCUELA OFICIAL URBANA MIXTA NÚMERO 85 LOMAS DEL NORTE,9 CALLE 13 AVENIDA LOMAS DEL NORTE,17.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 85 LOMAS DEL NORTE, 9 CALLE 13 AVENIDA LOMAS DEL NORTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.64583333333333,-90.46000000000001,1814,Distrito Central,0,Guatemala,1,129,400,2,15,17,0,3.0,6,1,3,28,0,0,0,1,0,1,0,2,24,0,6,1,2,1,38,154,9,2,165,0,165,0,400,235,151,162.0,162.0,Sumas Asentadas sin cuadrar,1,77c5c83707c84f7452807f34bc2dac29e342a2ff847f4d9b895ff61a4137484d,25/06/2023 23:41:14,ESCANER,3,Pendiente
1823,1,GUATEMALA,1,GUATEMALA,1.0,87.0,"'087', '089'",CABECERA MUNICIPAL,377,3166405731503,4050523080101,URBANO,81,ESCUELA OFICIAL URBANA MIXTA NÚMERO 85 LOMAS DEL NORTE,9 CALLE 13 AVENIDA LOMAS DEL NORTE,17.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 85 LOMAS DEL NORTE, 9 CALLE 13 AVENIDA LOMAS DEL NORTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.64583333333333,-90.46000000000001,1823,Distrito Central,0,Guatemala,1,129,377,1,3,17,0,1.0,2,0,1,8,1,0,1,2,0,1,0,1,14,0,3,5,4,1,16,90,7,1,90,0,90,0,337,287,82,90.0,90.0,Sumas Asentadas sin cuadrar,1,fb36231eab8bb3b52dd903dd42cd99d4edd86d150e1727ac08d1ea617b28d0c6,25/06/2023 23:09:13,ESCANER,8,Pendiente
1834,1,GUATEMALA,1,GUATEMALA,1.0,88.0,'088',CABECERA MUNICIPAL,280,3361399261903,4061050810101,URBANO,110,ESCUELA OFICIAL URBANA MIXTA No. 471 LUZ ISABEL SANCHEZ,KILÓMETRO 14.5 RUTA AL ATLÁNTICO HERMANO PEDRO,25.0,"ESCUELA OFICIAL URBANA MIXTA No. 471 LUZ ISABEL SANCHEZ, KILÓMETRO 14.5 RUTA AL ATLÁNTICO HERMANO PEDRO, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.6775,-90.41305555555556,1834,Distrito Central,0,Guatemala,1,130,280,2,4,12,2,2.0,2,0,2,1,1,0,0,0,0,0,0,1,26,0,0,0,6,0,20,83,0,0,0,0,0,0,0,0,81,,,Acta ilegible,0,13d40651c0176be002556218d515219a37a12ba0d3b01e28a3866b8604a353d9,26/06/2023 06:35:29,ESCANER,2,Pendiente
1835,1,GUATEMALA,1,GUATEMALA,6.0,999.0,'999',CABECERA MUNICIPAL,600,1572797070101,1581848660101,URBANO,1,INSTITUTO RAFAEL AQUECHE,9 CALLE 2-36,1.0,"INSTITUTO RAFAEL AQUECHE, 9 CALLE 2-36, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.64083333333333,-90.51777777777778,1835,Distrito Central,0,Guatemala,1,131,600,6,7,35,2,3.0,5,1,3,5,0,1,1,3,1,0,0,1,16,1,3,1,5,0,31,132,13,1,146,0,146,0,600,454,131,145.0,145.0,Sumas Asentadas sin cuadrar,1,697162291d21f671d0102f79805b6655083df904ba0dd4603822eef26aaf7b49,26/06/2023 04:29:14,ESCANER,1,Datos no cuadran
1836,1,GUATEMALA,1,GUATEMALA,6.0,999.0,'999',CABECERA MUNICIPAL,600,1581850210101,1591489790101,URBANO,1,INSTITUTO RAFAEL AQUECHE,9 CALLE 2-36,1.0,"INSTITUTO RAFAEL AQUECHE, 9 CALLE 2-36, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.64083333333333,-90.51777777777778,1836,Distrito Central,0,Guatemala,1,131,600,4,14,45,0,2.0,7,1,9,7,1,2,1,1,2,0,0,1,13,0,1,2,4,0,34,143,17,0,160,0,160,0,600,140,151,168.0,168.0,Sumas Asentadas sin cuadrar,1,ff3a60a2b8ef2d5291b0285b5d1413c9c5c0b4bebce2943eeaa7e0789c75d4cb,26/06/2023 05:49:51,ESCANER,8,Pendiente
1838,1,GUATEMALA,1,GUATEMALA,6.0,999.0,'999',CABECERA MUNICIPAL,600,1603074810101,1612328760802,URBANO,1,INSTITUTO RAFAEL AQUECHE,9 CALLE 2-36,1.0,"INSTITUTO RAFAEL AQUECHE, 9 CALLE 2-36, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.64083333333333,-90.51777777777778,1838,Distrito Central,0,Guatemala,1,131,600,8,10,11,1,3.0,8,1,3,2,1,2,1,3,1,1,0,2,24,0,2,4,9,1,24,152,9,1,162,0,162,0,600,438,122,132.0,132.0,Sumas Asentadas sin cuadrar,1,42d48486dc1a6b433ce935c081e868d70804dad133e0b8c9e73d3e3445203ccf,26/06/2023 02:12:04,ESCANER,30,Pendiente
1856,1,GUATEMALA,1,GUATEMALA,6.0,999.0,'999',CABECERA MUNICIPAL,600,1796750280920,1810152182215,URBANO,6,PARQUEO PARQUE CENTRAL ALA SUR,ENTRADA SOBRE LA 8 CALLE ENTRE 6 Y 7 AVENIDA,1.0,"PARQUEO PARQUE CENTRAL ALA SUR, ENTRADA SOBRE LA 8 CALLE ENTRE 6 Y 7 AVENIDA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.64069444444444,-90.5125,1856,Distrito Central,0,Guatemala,1,133,600,9,10,42,0,1.0,8,1,4,3,0,2,1,1,0,1,2,3,0,0,3,2,4,1,24,142,20,1,0,0,163,0,601,438,122,143.0,143.0,Sumas Asentadas sin cuadrar,1,5bff15c713e1b0447ba008d80cef2f9112b55e4839e1beab0c8eb5cb620610f1,26/06/2023 00:47:49,ESCANER,20,"Datos no cuadran, foppa x la ciudad no tiene datos "
1865,1,GUATEMALA,1,GUATEMALA,6.0,999.0,'999',CABECERA MUNICIPAL,600,1944316811203,1961650910101,URBANO,8,INSTITUTO CENTRAL NORMAL PARA SEÑORITAS BELÉN,11 AVENIDA 12-20,1.0,"INSTITUTO CENTRAL NORMAL PARA SEÑORITAS BELÉN, 11 AVENIDA 12-20, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.63611111111111,-90.50916666666667,1865,Distrito Central,0,Guatemala,1,134,600,2,8,34,2,2.0,2,1,4,2,0,0,0,2,2,0,0,0,23,3,1,4,2,1,21,127,10,0,127,0,127,0,600,473,116,126.0,126.0,Sumas Asentadas sin cuadrar,1,0b7b41a9ca32cbf3d61a9812efb3644d4c3fb79f47f09d627995b225ac21cd8b,25/06/2023 21:33:12,ESCANER,11,Pendiente
1882,1,GUATEMALA,1,GUATEMALA,6.0,999.0,'999',CABECERA MUNICIPAL,600,2303388280101,2312010952205,URBANO,17,ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES,10 AVENIDA 9-42,1.0,"ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES, 10 AVENIDA 9-42, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.63916666666667,-90.50977777777777,1882,Distrito Central,0,Guatemala,1,136,600,6,17,38,0,7.0,1,2,1,3,0,1,0,2,0,2,0,3,17,0,3,1,7,3,32,141,9,0,150,0,150,0,0,0,146,155.0,155.0,Sumas Asentadas sin cuadrar,1,469f63c94f6ea210a340b7c8afa3b94436aaef6fe5312061b3bee39d655f497f,26/06/2023 01:59:43,ESCANER,5,Pendiente
1890,1,GUATEMALA,1,GUATEMALA,6.0,999.0,'999',CABECERA MUNICIPAL,600,2360463140101,2370763490101,URBANO,17,ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES,10 AVENIDA 9-42,1.0,"ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES, 10 AVENIDA 9-42, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.63916666666667,-90.50977777777777,1890,Distrito Central,0,Guatemala,1,136,600,4,11,48,0,1.0,5,2,1,2,0,0,2,2,0,3,0,0,14,0,4,1,7,1,34,143,6,3,152,0,152,0,594,442,142,151.0,151.0,Sumas Asentadas sin cuadrar,1,e30343aa09cacb917908671422c1e381c42731e51d3dd0141ee800f1a4369bbb,26/06/2023 00:58:14,ESCANER,1,Datos no cuadran
1898,1,GUATEMALA,1,GUATEMALA,6.0,999.0,'999',CABECERA MUNICIPAL,600,2407017710101,2411415590101,URBANO,49,COLEGIO PRIVADO MIXTO SAN FRANCISCO DE ASÍS,8 AVENIDA 5-55 COLONIA QUINTA SAMAYOA,7.0,"COLEGIO PRIVADO MIXTO SAN FRANCISCO DE ASÍS, 8 AVENIDA 5-55 COLONIA QUINTA SAMAYOA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.61972222222222,-90.54194444444444,1898,Distrito Central,0,Guatemala,1,138,600,5,13,42,2,0.0,2,1,1,2,0,0,1,1,0,3,0,2,14,1,6,2,6,0,30,131,13,1,145,0,145,0,602,457,134,148.0,148.0,Sumas Asentadas sin cuadrar,1,556fc5a36be9bf149da35bd5f4def8d18b9c0811ad2601e10e60008212c2abd6,26/06/2023 06:10:16,ESCANER,3,Pendiente
1902,1,GUATEMALA,1,GUATEMALA,6.0,999.0,'999',CABECERA MUNICIPAL,600,2424886171104,2429335560101,URBANO,50,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA DOCTOR CARLOS FEDERICO MORA,CALZADA SAN JUAN 32-50 COLONIA CENTROAMÉRICA,7.0,"INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA DOCTOR CARLOS FEDERICO MORA, CALZADA SAN JUAN 32-50 COLONIA CENTROAMÉRICA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.6325,-90.55805555555555,1902,Distrito Central,0,Guatemala,1,139,600,0,3,16,53,0.0,2,6,4,2,4,0,0,1,0,1,0,0,0,26,2,2,6,8,33,171,16,0,187,16,187,0,600,413,169,185.0,201.0,Sumas Asentadas sin cuadrar,1,d19425399b65ea47878fe2079c9d7267dab1f72b43eff64fc9dff7d033c12bec,26/06/2023 00:36:11,ESCANER,2,"Datos no cuadran, foppa x la ciudad no tiene datos "
1904,1,GUATEMALA,1,GUATEMALA,6.0,999.0,'999',CABECERA MUNICIPAL,600,2433745180101,2438887240101,URBANO,50,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA DOCTOR CARLOS FEDERICO MORA,CALZADA SAN JUAN 32-50 COLONIA CENTROAMÉRICA,7.0,"INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA DOCTOR CARLOS FEDERICO MORA, CALZADA SAN JUAN 32-50 COLONIA CENTROAMÉRICA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.6325,-90.55805555555555,1904,Distrito Central,0,Guatemala,1,139,600,2,12,49,1,0.0,0,0,4,4,0,1,2,1,1,0,1,0,24,0,5,1,2,1,32,144,8,1,153,0,153,0,600,447,143,152.0,152.0,Sumas Asentadas sin cuadrar,1,d10bf1e13bce3242c5d3d6d0a97f1df66d2b89d04a551628b57f66517227aa69,26/06/2023 00:26:10,ESCANER,1,Datos no cuadran
1919,1,GUATEMALA,1,GUATEMALA,6.0,999.0,'999',CABECERA MUNICIPAL,600,2511914001107,2515844450101,URBANO,59,ESCUELA NACIONAL PARA VARONES NÚMERO 29 JOSÉ MIGUEL VASCONCELOS,6 CALLE 4-50,10.0,"ESCUELA NACIONAL PARA VARONES NÚMERO 29 JOSÉ MIGUEL VASCONCELOS, 6 CALLE 4-50, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.60761111111111,-90.5111388888889,1919,Distrito Central,0,Guatemala,1,141,600,9,4,44,0,1.0,5,0,5,5,0,2,3,2,1,1,1,3,12,0,2,1,7,0,25,134,14,2,150,0,150,0,600,450,133,149.0,149.0,Sumas Asentadas sin cuadrar,1,17df8d464de8d7d9ef308de0730ba4c86d6827149fde5274102cf238e4464962,26/06/2023 01:10:29,ESCANER,1,Datos no cuadran
